0.75452,1.04218,-2.31352,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,6.22400,-0.79300,0.63500,-1.07950,3.74500,1.67600,1.16840,2.03200,1.71069,-1.07950
0.74809,1.03529,-2.34007,0.19778,-0.83181,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,6.22400,-0.79300,0.63500,-1.07950,3.74500,1.67600,1.16840,2.03200,1.71069,-1.07950
0.74812,1.03298,-2.34523,0.19816,-0.81761,1.00017,-0.00001,0.00000,0.99966,-0.00000,-0.00000,6.22406,-0.79299,0.63520,-1.07951,3.74501,1.67598,1.16843,2.03199,1.71081,-1.07949
0.70147,0.97552,-2.37722,0.19856,-0.81367,0.99181,-0.00498,0.00126,0.98259,0.00745,-0.00333,6.22566,-0.79374,0.63484,-1.08139,3.74408,1.67544,1.16522,2.03076,1.71039,-1.08194
0.66485,0.92831,-2.41945,0.20213,-0.75941,0.98384,-0.00925,0.00235,0.96719,0.01405,-0.00627,6.22710,-0.79429,0.63466,-1.08284,3.74346,1.67510,1.16290,2.02998,1.71012,-1.08392
0.63709,0.89018,-2.46705,0.20068,-0.72848,0.97498,-0.01140,0.00308,0.95440,0.01985,-0.00886,6.22858,-0.79481,0.63470,-1.08393,3.74339,1.67496,1.16152,2.02970,1.71000,-1.08562
0.61285,0.85842,-2.51553,0.19438,-0.71381,0.96837,-0.01413,0.00383,0.94251,0.02424,-0.01094,6.22968,-0.79503,0.63492,-1.08468,3.74313,1.67487,1.16042,2.02958,1.71002,-1.08680
0.59215,0.82950,-2.56569,0.18426,-0.70322,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.57171,0.81751,-2.65613,0.17117,-0.70506,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.55750,0.81059,-2.72128,0.15723,-0.63836,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.54212,0.80433,-2.78774,0.14128,-0.53308,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.54128,0.80402,-2.79112,0.13652,-0.49122,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.53387,0.80143,-2.81936,0.13592,-0.48545,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.52485,0.79859,-2.85315,0.13065,-0.42972,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.51760,0.79653,-2.87791,0.12425,-0.35588,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.51081,0.79477,-2.89802,0.11874,-0.28872,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.50335,0.79299,-2.91666,0.11326,-0.21580,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.49637,0.79144,-2.93029,0.10696,-0.12234,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.48998,0.79010,-2.93775,0.10067,-0.01830,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.48414,0.78889,-2.93884,0.09447,0.09783,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.47722,0.78745,-2.93152,0.08836,0.22981,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.47179,0.78625,-2.91706,0.08059,0.43084,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.46660,0.78498,-2.88850,0.07398,0.63966,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.46180,0.78363,-2.84538,0.06703,0.91573,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.45752,0.78218,-2.78359,0.07484,1.06234,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.45321,0.78040,-2.71741,0.08748,1.24184,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.44803,0.77780,-2.63509,0.10248,1.45481,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.43757,0.77070,-2.45541,0.16673,2.36681,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.43621,0.76956,-2.43029,0.17255,2.44937,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.42821,0.76145,-2.26829,0.17916,2.54323,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.42147,0.75190,-2.10220,0.23215,3.29552,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.41514,0.73775,-1.88176,0.29497,4.18722,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.41178,0.71777,-1.59307,0.35311,5.01254,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.41530,0.69413,-1.25210,0.39868,5.65951,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.42673,0.67278,-0.90665,0.39296,5.57831,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.44345,0.65737,-0.58254,0.29066,4.12603,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.45830,0.64993,-0.34620,0.07324,-1.03965,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.46246,0.64828,-0.40971,0.46530,6.60515,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.48970,0.64246,-0.01168,0.40608,5.76444,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.51294,0.64612,0.32397,0.46530,-6.60515,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.54207,0.64946,-0.09522,0.42955,6.09769,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.57066,0.65263,0.31605,0.18215,2.58574,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.58067,0.65679,0.47010,0.10316,1.46434,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.58858,0.66148,0.60072,0.03584,0.50882,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.58890,0.66170,0.60623,0.02548,0.36164,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59026,0.66266,0.62990,0.02368,0.33612,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59147,0.66356,0.65132,0.01466,0.20814,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59220,0.66413,0.66434,0.00625,0.08874,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
0.59251,0.66437,0.66997,0.00000,0.00000,0.96629,-0.01922,0.00484,0.93008,0.02671,-0.01232,6.23002,-0.79475,0.63545,-1.08508,3.74221,1.67465,1.15938,2.02922,1.71024,-1.08728
