1696052556.14356,0.81103,-0.01385,0.58484,-0.00113,0.99968,0.02524,-0.58500,-0.02113,0.81076,-0.17619,-0.05316,1.50829
1696052556.49160,0.80649,-0.01208,0.59112,-0.00454,0.99964,0.02663,-0.59123,-0.02416,0.80614,-0.15559,-0.04670,1.46292
1696052557.00911,0.79019,-0.02038,0.61252,-0.00271,0.99932,0.03675,-0.61285,-0.03069,0.78960,-0.12040,-0.03816,1.36926
1696052557.32017,0.78709,-0.01498,0.61665,-0.01408,0.99901,0.04223,-0.61667,-0.04192,0.78610,-0.10185,-0.03074,1.32144
1696052557.41221,0.78692,-0.01411,0.61689,-0.01155,0.99923,0.03759,-0.61694,-0.03671,0.78615,-0.09666,-0.03387,1.30846
1696052557.63918,0.77405,-0.01754,0.63288,-0.00846,0.99924,0.03804,-0.63307,-0.03480,0.77332,-0.07974,-0.03824,1.26352
1696052557.74707,0.77327,-0.00977,0.63400,-0.01213,0.99947,0.03019,-0.63396,-0.03103,0.77275,-0.07415,-0.04458,1.25402
1696052557.89144,0.77595,-0.01044,0.63071,-0.01513,0.99927,0.03515,-0.63062,-0.03682,0.77522,-0.06623,-0.04460,1.24174
1696052558.02408,0.76867,-0.01145,0.63954,-0.01042,0.99948,0.03043,-0.63956,-0.03005,0.76815,-0.05929,-0.04404,1.21436
1696052558.17462,0.77010,-0.00755,0.63788,-0.01566,0.99941,0.03073,-0.63774,-0.03365,0.76952,-0.05156,-0.05116,1.20723
1696052558.39298,0.75745,-0.01093,0.65281,-0.01271,0.99942,0.03148,-0.65277,-0.03214,0.75687,-0.04205,-0.05082,1.15282
1696052558.61755,0.74944,-0.00192,0.66208,-0.01143,0.99981,0.01583,-0.66198,-0.01943,0.74927,-0.02425,-0.06372,1.11233
1696052558.72394,0.74363,-0.00888,0.66854,-0.01248,0.99955,0.02716,-0.66848,-0.02854,0.74318,-0.01694,-0.06053,1.08174
1696052558.85656,0.74386,-0.01148,0.66824,-0.01286,0.99942,0.03149,-0.66821,-0.03202,0.74328,-0.00582,-0.05773,1.06177
1696052558.93161,0.73569,-0.01171,0.67722,-0.00919,0.99959,0.02727,-0.67726,-0.02629,0.73527,0.00241,-0.06665,1.03945
1696052559.08789,0.73190,-0.00820,0.68136,-0.01188,0.99962,0.02479,-0.68130,-0.02624,0.73153,0.00695,-0.06167,1.01431
1696052559.23982,0.72163,-0.00042,0.69228,-0.01338,0.99980,0.01454,-0.69215,-0.01976,0.72148,0.01402,-0.06734,1.00173
1696052559.47376,0.71956,-0.01197,0.69433,-0.01661,0.99927,0.03444,-0.69423,-0.03632,0.71883,0.02675,-0.06069,0.95735
1696052559.57810,0.71699,-0.01108,0.69700,-0.01703,0.99930,0.03342,-0.69688,-0.03583,0.71630,0.03153,-0.06250,0.93045
1696052559.71445,0.71497,-0.00083,0.69915,-0.02519,0.99932,0.02694,-0.69870,-0.03687,0.71447,0.03859,-0.05850,0.91865
1696052559.86161,0.70934,-0.00570,0.70485,-0.01903,0.99945,0.02723,-0.70461,-0.03273,0.70884,0.04344,-0.06298,0.89170
1696052559.97764,0.70851,-0.00875,0.70564,-0.01587,0.99947,0.02833,-0.70552,-0.03127,0.70800,0.04919,-0.06475,0.86640
1696052560.04599,0.71063,-0.01245,0.70346,-0.01721,0.99924,0.03508,-0.70336,-0.03703,0.70987,0.05558,-0.06423,0.85083
1696052560.20088,0.69828,-0.00841,0.71577,-0.01884,0.99937,0.03012,-0.71557,-0.03452,0.69769,0.06143,-0.06579,0.82516
1696052560.34903,0.69811,-0.01046,0.71591,-0.01674,0.99938,0.03093,-0.71579,-0.03358,0.69750,0.06506,-0.06630,0.80614
1696052560.49021,0.68877,-0.00814,0.72494,-0.01866,0.99941,0.02895,-0.72474,-0.03346,0.68821,0.07067,-0.06332,0.77971
1696052560.63041,0.68962,-0.01148,0.72408,-0.02082,0.99915,0.03567,-0.72387,-0.03967,0.68879,0.07909,-0.06652,0.75852
1696052560.76737,0.68270,-0.00999,0.73063,-0.02031,0.99926,0.03264,-0.73042,-0.03712,0.68199,0.08640,-0.06883,0.73199
1696052560.90771,0.68100,-0.01472,0.73214,-0.01837,0.99914,0.03718,-0.73206,-0.03877,0.68014,0.08846,-0.06680,0.71556
1696052561.03628,0.67869,-0.01810,0.73420,-0.02203,0.99874,0.04499,-0.73409,-0.04671,0.67744,0.09287,-0.06265,0.69330
1696052561.19073,0.67333,-0.01630,0.73916,-0.02057,0.99896,0.04076,-0.73906,-0.04265,0.67229,0.09961,-0.06620,0.66600
1696052561.31821,0.66965,-0.01145,0.74259,-0.02658,0.99887,0.03937,-0.74220,-0.04610,0.66859,0.10573,-0.06722,0.63766
