1696058638.28575,0.95678,-0.04627,-0.28709,0.06127,0.99717,0.04350,0.28427,-0.05921,0.95691,0.10733,0.02066,2.89657
1696058639.11095,0.99534,-0.05168,-0.08143,0.05463,0.99792,0.03433,0.07949,-0.03862,0.99609,0.55282,0.01901,2.67186
1696058639.52211,0.99848,-0.04712,-0.02874,0.04994,0.99301,0.10692,0.02350,-0.10819,0.99385,0.69533,0.01809,2.55832
1696058642.06947,0.87976,-0.06551,-0.47089,0.07873,0.99686,0.00839,0.46886,-0.04445,0.88215,-0.43895,-0.01740,2.17366
1696058642.19809,0.87898,-0.06554,-0.47233,0.07747,0.99698,0.00582,0.47052,-0.04171,0.88140,-0.46708,-0.02230,2.14000
1696058642.61568,0.86281,-0.04909,-0.50314,0.07740,0.99637,0.03552,0.49957,-0.06960,0.86348,-0.54357,-0.02192,2.02887
1696058642.88890,0.90782,-0.04781,-0.41662,0.06899,0.99697,0.03592,0.41364,-0.06135,0.90837,-0.26790,-0.01867,2.03555
1696058643.22946,0.92872,-0.05433,-0.36679,0.06867,0.99730,0.02617,0.36438,-0.04949,0.92993,-0.22222,-0.02520,1.98376
1696058643.34757,0.91907,-0.05837,-0.38974,0.06786,0.99764,0.01061,0.38820,-0.03620,0.92086,-0.21272,-0.02611,1.95673
1696058643.48150,0.92571,-0.05421,-0.37432,0.07240,0.99677,0.03469,0.37123,-0.05921,0.92665,-0.21053,-0.02523,1.93718
1696058643.60928,0.93053,-0.05816,-0.36157,0.06733,0.99765,0.01280,0.35998,-0.03626,0.93226,-0.21036,-0.02649,1.91856
1696058643.72575,0.92112,-0.05640,-0.38518,0.06819,0.99753,0.01701,0.38327,-0.04194,0.92268,-0.20722,-0.02469,1.88611
1696058643.86103,0.93743,-0.06062,-0.34287,0.06260,0.99802,-0.00529,0.34251,-0.01650,0.93937,-0.20602,-0.02336,1.87904
1696058643.97123,0.92837,-0.05127,-0.36810,0.06613,0.99742,0.02787,0.36572,-0.05022,0.92937,-0.20417,-0.02125,1.85435
1696058644.09189,0.93979,-0.05310,-0.33761,0.06924,0.99695,0.03594,0.33467,-0.05715,0.94060,-0.18902,-0.01858,1.83096
1696058644.15968,0.92938,-0.05196,-0.36544,0.07046,0.99681,0.03748,0.36233,-0.06058,0.93008,-0.18683,-0.01776,1.80096
1696058644.30511,0.92684,-0.05338,-0.37163,0.07230,0.99669,0.03717,0.36842,-0.06132,0.92764,-0.18652,-0.02023,1.77048
1696058644.41491,0.92829,-0.05548,-0.36769,0.06946,0.99727,0.02489,0.36531,-0.04865,0.92961,-0.18657,-0.02093,1.74821
1696058644.54367,0.92540,-0.05563,-0.37489,0.07262,0.99687,0.03133,0.37198,-0.05622,0.92654,-0.18478,-0.01871,1.72120
1696058644.84920,0.98149,-0.04947,-0.18502,0.05910,0.99715,0.04689,0.18218,-0.05696,0.98161,0.19645,-0.01778,1.65331
1696058644.95563,0.99007,-0.05425,-0.12971,0.05862,0.99782,0.03016,0.12779,-0.03746,0.99109,0.22234,-0.02175,1.62781
1696058645.09677,0.99221,-0.05445,-0.11202,0.05898,0.99755,0.03750,0.10971,-0.04381,0.99300,0.23527,-0.02514,1.60467
1696058645.21602,0.99549,-0.05269,-0.07890,0.05505,0.99809,0.02797,0.07727,-0.03219,0.99649,0.25816,-0.03070,1.57036
1696058645.35146,0.99373,-0.05389,-0.09801,0.05818,0.99744,0.04146,0.09553,-0.04691,0.99432,0.26552,-0.03283,1.54147
1696058645.44362,0.99509,-0.05097,-0.08479,0.05391,0.99801,0.03279,0.08295,-0.03720,0.99586,0.27417,-0.03369,1.52094
1696058645.54916,0.99621,-0.05146,-0.07018,0.05324,0.99830,0.02374,0.06884,-0.02738,0.99725,0.28355,-0.03356,1.49417
1696058645.70197,0.99646,-0.05126,-0.06658,0.05306,0.99826,0.02563,0.06515,-0.02907,0.99745,0.28776,-0.03444,1.47311
1696058645.82085,0.99732,-0.04907,-0.05430,0.05034,0.99848,0.02229,0.05312,-0.02496,0.99828,0.29768,-0.03504,1.44557
1696058645.96389,0.99604,-0.04288,-0.07782,0.04748,0.99717,0.05828,0.07510,-0.06174,0.99526,0.30464,-0.03476,1.41491
1696058646.09321,0.99751,-0.05115,-0.04850,0.05319,0.99772,0.04162,0.04626,-0.04410,0.99796,0.31102,-0.03337,1.37934
1696058646.23277,0.99719,-0.04977,-0.05595,0.05243,0.99752,0.04695,0.05347,-0.04976,0.99733,0.31810,-0.03479,1.35945
