1696050575.91246,0.76194,-0.03584,0.64666,0.01785,0.99925,0.03435,-0.64741,-0.01463,0.76201,-0.17481,-0.05076,1.27505
1696050576.02569,0.76178,-0.03534,0.64687,0.01749,0.99927,0.03399,-0.64760,-0.01458,0.76184,-0.17477,-0.05082,1.27484
1696050576.14962,0.76115,-0.03392,0.64769,0.01828,0.99936,0.03085,-0.64832,-0.01164,0.76128,-0.17470,-0.05076,1.27400
1696050576.23166,0.76126,-0.03369,0.64757,0.01772,0.99936,0.03116,-0.64821,-0.01225,0.76137,-0.17487,-0.05077,1.27520
1696050576.37698,0.76129,-0.03432,0.64750,0.01656,0.99930,0.03350,-0.64820,-0.01478,0.76133,-0.17473,-0.05075,1.27425
1696050576.50963,0.77196,-0.03660,0.63461,0.01460,0.99910,0.03986,-0.63550,-0.02151,0.77180,-0.19441,-0.04643,1.26683
1696050576.63434,0.77724,-0.04205,0.62779,0.01622,0.99877,0.04682,-0.62899,-0.02621,0.77697,-0.20617,-0.04507,1.25248
1696050576.76540,0.78487,-0.03542,0.61864,0.02706,0.99937,0.02289,-0.61906,-0.00122,0.78534,-0.21742,-0.06090,1.22246
1696050576.89303,0.78718,-0.03627,0.61566,0.02641,0.99934,0.02510,-0.61616,-0.00350,0.78762,-0.21657,-0.06960,1.20403
1696050577.02782,0.79187,-0.03773,0.60953,0.02819,0.99928,0.02523,-0.61004,-0.00280,0.79236,-0.22888,-0.06473,1.18423
1696050577.16185,0.80047,-0.03690,0.59824,0.02425,0.99928,0.02919,-0.59888,-0.00885,0.80079,-0.24477,-0.06124,1.15667
1696050577.28738,0.80738,-0.03666,0.58890,0.02387,0.99928,0.02947,-0.58956,-0.00974,0.80767,-0.25716,-0.06550,1.12882
1696050577.40593,0.81547,-0.03161,0.57794,0.02016,0.99945,0.02622,-0.57845,-0.00974,0.81566,-0.26823,-0.06077,1.11039
1696050577.54409,0.81461,-0.03285,0.57908,0.01622,0.99929,0.03387,-0.57978,-0.01820,0.81457,-0.27217,-0.05238,1.07831
1696050577.67188,0.82556,-0.03650,0.56313,0.02311,0.99926,0.03089,-0.56383,-0.01249,0.82579,-0.29094,-0.06173,1.05005
1696050577.80399,0.82712,-0.03196,0.56111,0.01552,0.99930,0.03404,-0.56181,-0.01945,0.82704,-0.29190,-0.05609,1.03226
