1696049213.34766,0.95429,0.03134,0.29723,-0.00512,0.99605,-0.08860,-0.29883,0.08303,0.95069,0.24597,-0.04817,1.53787
1696049213.47762,0.96619,0.01667,0.25730,-0.00529,0.99898,-0.04484,-0.25778,0.04196,0.96529,0.27056,-0.03412,1.52433
1696049213.65099,0.97159,-0.02562,0.23527,-0.02254,0.97959,0.19973,-0.23559,-0.19936,0.95119,0.29907,-0.03882,1.48008
1696049213.82590,0.95217,-0.03290,0.30378,-0.02070,0.98496,0.17155,-0.30486,-0.16964,0.93717,0.33579,-0.04095,1.45213
1696049214.37282,0.98419,0.01671,-0.17632,-0.00336,0.99712,0.07576,0.17708,-0.07397,0.98141,-0.30516,-0.08247,1.35704
1696049214.48645,0.96865,0.01802,-0.24778,-0.00131,0.99772,0.06745,0.24843,-0.06501,0.96647,-0.31400,-0.08864,1.31994
1696049214.62631,0.98300,0.00820,-0.18341,0.00650,0.99682,0.07939,0.18348,-0.07923,0.97983,-0.31873,-0.09096,1.30177
1696049214.77375,0.97785,-0.00110,-0.20931,0.00680,0.99963,0.02647,0.20920,-0.02731,0.97749,-0.32593,-0.08958,1.28590
1696049214.86015,0.97628,0.01808,-0.21577,0.00500,0.99436,0.10593,0.21646,-0.10449,0.97068,-0.33174,-0.08401,1.26025
1696049215.02358,0.97776,0.01105,-0.20944,0.00410,0.99741,0.07176,0.20969,-0.07102,0.97519,-0.33673,-0.08269,1.24370
1696049215.17640,0.97432,0.01390,-0.22476,0.00737,0.99559,0.09350,0.22507,-0.09275,0.96992,-0.34446,-0.08616,1.21021
1696049215.31320,0.97922,0.00483,-0.20275,0.00618,0.99854,0.05363,0.20271,-0.05376,0.97776,-0.35082,-0.09302,1.19442
1696049215.45296,0.96716,-0.00049,-0.25418,0.01056,0.99921,0.03828,0.25397,-0.03970,0.96640,-0.35835,-0.08744,1.17197
1696049215.60623,0.97517,-0.00482,-0.22139,0.01477,0.99895,0.04328,0.22095,-0.04548,0.97422,-0.36866,-0.08917,1.13733
1696049215.75351,0.97787,0.00689,-0.20912,0.00993,0.99680,0.07928,0.20900,-0.07961,0.97467,-0.37232,-0.09705,1.11351
1696049216.21793,0.93644,-0.03160,0.34940,-0.01603,0.99104,0.13260,-0.35046,-0.12977,0.92755,0.29785,-0.08166,1.02954
1696049216.33360,0.92338,-0.02231,0.38323,-0.01042,0.99648,0.08313,-0.38374,-0.08076,0.91990,0.32789,-0.07594,1.00007
1696049216.49302,0.92198,-0.02524,0.38641,-0.01535,0.99471,0.10161,-0.38693,-0.09961,0.91671,0.34457,-0.07822,0.97191
1696049216.65462,0.91248,-0.02285,0.40847,-0.00886,0.99710,0.07557,-0.40902,-0.07257,0.90964,0.35640,-0.07414,0.95473
1696049216.81954,0.89915,-0.02670,0.43682,-0.01028,0.99657,0.08205,-0.43751,-0.07827,0.89580,0.36827,-0.07067,0.92926
1696049216.98379,0.90204,-0.03036,0.43058,-0.01246,0.99528,0.09627,-0.43147,-0.09220,0.89741,0.38123,-0.07016,0.90784
1696049217.14843,0.89767,-0.03443,0.43933,-0.01454,0.99409,0.10761,-0.44044,-0.10298,0.89186,0.39373,-0.06792,0.87871
